1 0 0 32 768
2 32 32 32 32
2 32 128 32 32
2 32 192 32 32
4 32 736 960 32
4 64 32 32 32
4 64 128 32 32
4 64 192 32 32
4 96 32 32 32
4 96 128 32 32
4 96 192 32 32
3 128 32 32 32
4 128 192 32 32
3 160 192 32 32
2 160 256 32 32
4 192 256 32 32
4 224 256 32 32
4 256 256 32 32
3 288 256 32 32
2 288 320 32 32
4 320 320 32 32
4 352 320 32 32
4 384 320 32 32
3 416 320 32 32
2 480 384 32 32
4 512 384 32 32
4 544 384 32 32
4 576 384 32 32
3 608 384 32 32
2 640 672 32 32
2 672 448 32 32
4 672 672 32 32
4 704 448 32 32
4 704 672 32 32
4 736 448 32 32
4 736 672 32 32
4 768 448 32 32
3 768 672 32 32
3 800 448 32 32
2 800 640 32 32
4 832 480 32 32
4 832 544 32 32
2 832 608 32 32
4 864 544 32 32
4 864 608 32 32
4 896 544 32 32
4 896 608 32 32
4 928 544 32 32
4 928 608 32 32
3 960 544 32 32
3 960 608 32 32
1 992 0 32 768
