1 0 0 32 768
4 32 736 960 32
4 96 512 32 32
4 128 512 32 32
4 160 512 32 32
2 224 416 32 32
4 224 608 32 32
4 256 416 32 32
4 256 608 32 32
4 288 416 32 32
4 288 608 32 32
4 320 416 32 32
4 352 416 32 32
4 384 416 32 32
4 416 416 32 32
4 448 416 32 32
4 480 416 32 32
4 512 416 32 32
4 544 416 32 32
4 576 416 32 32
4 608 416 32 32
4 640 416 32 32
4 672 416 32 32
4 704 416 32 32
4 704 608 32 32
4 736 416 32 32
4 736 608 32 32
3 768 416 32 32
4 768 608 32 32
4 832 512 32 32
4 864 512 32 32
4 896 512 32 32
1 992 0 32 768
