1 0 0 32 768
4 32 736 960 32
4 64 96 32 32
4 96 96 32 32
3 128 96 32 32
4 160 128 32 32
4 192 128 32 32
3 224 128 32 32
4 256 160 32 32
4 288 160 32 32
3 320 160 32 32
4 352 192 32 32
3 384 192 32 32
4 608 352 32 32
4 608 416 32 32
4 640 352 32 32
4 640 416 32 32
4 672 352 32 32
4 672 416 32 32
4 704 352 32 32
4 704 416 32 32
4 736 352 32 32
4 736 416 32 32
3 768 352 32 32
3 768 416 32 32
4 864 32 32 32
4 864 128 32 32
4 864 224 32 32
4 896 32 32 32
4 896 128 32 32
4 896 224 32 32
4 928 32 32 32
4 928 128 32 32
4 928 224 32 32
1 992 0 32 768
