1 0 0 32 768
2 32 416 32 32
4 32 736 960 32
4 64 96 32 32
4 64 416 32 32
4 96 96 32 32
4 96 416 32 32
3 128 96 32 32
4 128 416 32 32
4 160 128 32 32
3 160 416 32 32
4 192 128 32 32
3 224 128 32 32
2 224 288 32 32
4 256 160 32 32
4 256 288 32 32
4 288 160 32 32
4 288 288 32 32
3 320 160 32 32
4 320 288 32 32
4 352 192 32 32
4 352 288 32 32
3 384 192 32 32
4 384 288 32 32
4 416 288 32 32
3 448 288 32 32
2 480 256 32 32
3 512 256 32 32
4 864 32 32 32
4 864 128 32 32
4 864 224 32 32
4 864 320 32 32
4 864 416 32 32
4 896 32 32 32
4 896 128 32 32
4 896 224 32 32
4 896 320 32 32
4 896 416 32 32
4 928 32 32 32
4 928 128 32 32
4 928 224 32 32
4 928 320 32 32
4 928 416 32 32
1 992 0 32 768
